text,user,ts
"運営ミーティングお疲れ様でした:blob_smile_happy_eyes:
議事録共有します。
麓さんお忙しいことと思います:blob-wave:頑張ってくださいね:blob-wave:

&gt; 1. HAGAKUREカフェイベント振り返り
&gt; 参加状況
&gt;  参加人数: 19名
&gt;  収支: 9,500円（参加費）- 支出（食材・会場費等）
&gt;  橋口さんの手作りお菓子、山下さんのコーヒーが好評
&gt; 参加者アンケート結果
&gt;  全体的に「盛り上がって楽しかった」との感想
&gt;  特にお菓子が美味しかったという声が多数
&gt;  スナック型イベント（ホストがもてなす形式）として成功
&gt;  まったりとした雰囲気で、食べ物がメインのバランスが良好
&gt; 反省点・改善点
&gt;  参加者リストが分かりにくかった（160人全員の名簿を送付）
&gt;  次回は参加予定者のみのリストにする
&gt; 今後の展開
&gt;  コーヒーを入れるノウハウを他のイベントでも活用したい
&gt;  会場は8月末で終了予定（新店舗が入る）
&gt; 2. 今後のイベント企画
&gt; 参加者からの要望
&gt;  講師を呼んでプログラミングを学ぶイベントが8割の支持
&gt;  補助金活用により実現可能
&gt; 企画案
&gt;  デザインに特化した勉強会の検討
&gt;      AIがプログラミングを代替する中、デザイン能力は人間に依存する分野
&gt;      年1回の目玉イベントとして実施
&gt;  カフェ形式（午前）+ 講師による勉強会（午後）の組み合わせ
&gt; 3. ITコミュニティデイ2025（仮）
&gt; 概要
&gt;  主催: スマート化センター（柴尾さん主導）
&gt;  日程: 2025年2月23日（予定）
&gt;  会場: こねくり屋（メイン会場）+ サブ会場
&gt;  昨年のITコミュニティデイの拡大版
&gt; 参加予定
&gt;  HAGAKUREとして何らかの形で参加を検討
&gt;  詳細は柴尾さんとの打ち合わせ後に決定
&gt; 4. SSSへの参加検討
&gt; 提案内容
&gt;  葉隠れ運営メンバーでの参加
&gt;  現役メンバーを巻き込んだ勉強会やプレゼンの実施
&gt;  広報活動を兼ねた参加
&gt; 連絡先
&gt;  古藤さん（窓口）または野田さん経由で相談
&gt; ",古川格(運営),2025-08-23 23:44:56.782189
"すいません連絡遅れました :sweat_drops:
今日は奥様の体調もあり運営とweb会欠席します 
また報告できたらしますのでよろしくお願いします:bow: :bow: :bow: :bow: ",麓　大介,2025-08-23 22:10:06.141699
"<!channel>
ZOOMリンクです:blob-wave:
よろしくお願いします。
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-08-23 17:13:14.988439
"*<!channel>*
お疲れ様です :star-struck:暑い日が続いてますね。皆さん体調崩されていないでしょうか:melting_face:
*８月２３日（土）２１時半*より運営ミーティング行いたいと思います :sparkles:
先月のコーヒーイベントの振り返り等についてお話させてください。よろしくお願いします:blob-wave:",古川格(運営),2025-08-18 17:00:13.750829
予定日いつ？出産祝い贈るよー:tada:,橋口加代子(運営),2025-08-09 18:17:19.194109
"Re:そんなそんな :sweat_drops: :sweat_drops: :sweat_drops: :joy: 
予定日は8月27日なんですけど、初産で自分達もいつになるかなーって感じなので、無事産まれたらご報告しますね :blush: :blush: :blush: ",麓　大介,2025-08-09 18:18:33.237169
Re:楽しみだね～ :laughing: ,橋口加代子(運営),2025-08-09 18:19:06.595219
一緒に過ごしてる感じです！,麓　大介,2025-08-09 18:16:54.480569
今月が臨月で、自分も休み取りながら,麓　大介,2025-08-09 18:16:35.377369
おおお～,橋口加代子(運営),2025-08-09 18:16:31.940509
歩いてます,麓　大介,2025-08-09 18:16:13.692639
"おお～お久しぶりですね。
子供さんは生まれたんでしょうか？",橋口加代子(運営),2025-08-09 18:11:57.177059
南大門の前で麓さんとばったりすれ違いました:rolling_on_the_floor_laughing:,権 晃稔,2025-08-09 18:11:17.986599
,権 晃稔,2025-08-09 18:10:48.014659
"Re:走って疲れて大した挨拶できずすいません！ :sweat_drops: 
久しぶりにお会いできてよかったです :joy: 
またお願いします :bow: :bow: ",麓　大介,2025-08-09 18:17:38.015369
"Re:走り出そうとした瞬間にお止めしちゃってすみませんでした(笑
ありがとうございます:blush:",権 晃稔,2025-08-09 18:18:34.884409
"<!channel> 
お疲れ様です :blob-wave: 
すいません、毎月第三土曜に行なっている運営ミーティングですが、予定を入れてしまい23日に変更させてください :pray: ",古川格(運営),2025-08-08 20:31:09.074759
SSS第6期受講決まっちゃいましたw,権 晃稔,2025-07-25 20:07:11.969859
Re:おお、2周目 :blob_smile_happy_eyes: ,古川格(運営),2025-07-25 20:10:49.113939
Re:すごい～,橋口加代子(運営),2025-07-25 20:38:34.397819
Re:2周目って今回から初ですかね？,橋口加代子(運営),2025-07-25 20:46:33.029909
Re:再受講今回が初めてです！,権 晃稔,2025-07-26 06:56:14.186789
"この場で、ご報告なんですが、、、
(って言ったら、結婚報告と勘違いさせそうで)",権 晃稔,2025-07-25 20:06:02.513099
パンは，みなさんどれがよかったでしょうか？,橋口加代子(運営),2025-07-21 23:10:12.375289
"Re:僕はソーセージと、やきとり食べてみました
どれも美味しかったです！",権 晃稔,2025-07-21 23:25:03.126069
"Re:多くの数を作っていただき感謝です！
みなさん喜んでおりました～",権 晃稔,2025-07-21 23:25:45.549829
Re:大葉のベーグルが大変人気だったようでした。とても美味しかったです :partying_face: ,古川格(運営),2025-07-21 23:32:57.515999
Re:大葉入れたんですけど、嗅覚イカれてるから，食べても分からなかったんですよね～。試作で職場の人に食べてもらって、ok出たので入れてみたんですけどよかったです～,橋口加代子(運営),2025-07-21 23:35:15.132469
傘増し要員のつもりでのパンでしたが、意外といけてよかったです。前日作成でしたが，硬くなってませんでしたか？,橋口加代子(運営),2025-07-21 23:08:55.187779
みなさんお疲れ様でした～。初めて参加さんもいらっしゃってよかったですね！,橋口加代子(運営),2025-07-21 23:07:48.655489
集合写真の黒い影は吉井さんですか？笑,橋口加代子(運営),2025-07-21 23:04:41.664489
Re:すごい :partying_face: 正解です :laughing: ,古川格(運営),2025-07-21 23:33:32.435819
"本日はイベントお疲れ様でした:blob_smile_happy_eyes:
感想フォームの結果を共有します。
<https://docs.google.com/spreadsheets/d/1v15H9N2We4qD-A89aGY6j-sTpLuTNDOQUElj5OMk6J8/edit?resourcekey=&amp;gid=2124844494#gid=2124844494>",古川格(運営),2025-07-21 20:45:41.727389
"<@U02TRLD245V>
お疲れ様です:blob_smile_happy_eyes:イベントおかげさまで大成功に終わりました:partying_face:
以下お菓子への感想の一覧です。
&gt; 経費負担が必須かと
&gt; パンが美味しかった
&gt; お会い出来なくて残念です。沢山の美味しいスイーツをありがとうございました。
&gt; プロ並み以上だと思いました　
&gt; おいしかったです特に柿の種のフロランタン、エビとチーズはおどろきました！いつか、お菓子作り教室して欲しいくらいです。
&gt; お店か？！でした
&gt; 橋口さん、本当にすごいです。とても時間がかかったと思います。ありがとうございます。ベーグル大好きなので嬉しかったです。その他焼き菓子もとても美味しかったです。
&gt; 素敵なスィーツの幸せなバイキングありがとうございました　話に花をありがとうございます
&gt; アールグレイのクッキー大変美味しくいただきました:cookie:
&gt; どれもコーヒーと合うお菓子ばかりで、無限にコーヒー飲めそうでした！毎回、500円でいいのか…採算度外視パティスリーではないかと心配になります。めっちゃ美味しかったです。
&gt; どれも美味しかったです。お土産にもいただき、家族で美味しくいただきました。
&gt; すごく美味しかったです！手作りとは思えないほどの高クオリティと量に驚きました。丁寧な包装や乾燥剤にいたるまで手が込んでいてすごかったです。感謝！",古川格(運営),2025-07-21 20:38:42.896599
到着しました！,権 晃稔,2025-07-21 12:13:21.358429
駐車場は入り口に警備の方がいらっしゃいます :+1: ,古川格(運営),2025-07-21 11:58:17.561309
すみません、今家出るので15分ほど遅れます,権 晃稔,2025-07-21 11:56:38.195149
おお～いよいよですね～,橋口加代子(運営),2025-07-21 11:11:31.302979
"本日の参加確認用スプレッドシートです。
<https://docs.google.com/spreadsheets/d/1XqZyFwdXlsM7FDuliKK1jutiKanR4jFbwo74ikOwvo8/edit?gid=0#gid=0>",古川格(運営),2025-07-21 10:24:42.917149
"<@U04TNLBNVBM>
すいません、もし間に合えばこれまで印刷をお願いできますか？",古川格(運営),2025-07-20 22:21:50.793319
Re:印刷しますね～,権 晃稔,2025-07-21 08:30:13.123519
Re:ありがとうございます:blush:,古川格(運営),2025-07-21 08:36:07.062649
,古川格(運営),2025-07-20 13:09:47.107449
ええっ！皆さん大丈夫ですか :fearful: ,橋口加代子(運営),2025-07-20 12:08:12.978049
Re:身体は全く大丈夫です:ok_woman:早く泳ぎたい :melting_face: ,古川格(運営),2025-07-20 12:09:37.484789
Re::良かった: ,橋口加代子(運営),2025-07-20 12:14:08.575209
"Re:WHAT？！
お気をつけてくださいね。。。",権 晃稔,2025-07-20 12:48:42.831309
Re:アクセルとブレーキを間違えられたそうです :melting_face: 災難でした :sweat_drops: ,古川格(運営),2025-07-20 13:08:59.793669
Re:,古川格(運営),2025-07-20 13:09:47.107449
Re:海水浴には絶好の天気です :sparkles: ,古川格(運営),2025-07-20 13:13:12.402379
"Re:災難でしたね :cold_sweat: 
でも、無事に海にこれてよかったですね～ :smile: 人もさほど多くない感じでいいですね",橋口加代子(運営),2025-07-20 15:12:58.757319
"唐津へ海水浴に向かう途中で停車中追突されてます:melting_face: 
全く怪我はないんですが、無駄な足止めしんどい:sweat:",古川格(運営),2025-07-20 12:07:07.708759
,権 晃稔,2025-07-20 10:40:47.318299
"すいません私用で参加できないのを連絡していませんでした :sweat_drops: 
申し訳ありません :sweat_drops: :sweat_drops: ",麓　大介,2025-07-20 01:51:48.048929
"<@U04TNLBNVBM>
すいません、印刷よろしくお願いします:pray:",古川格(運営),2025-07-20 00:05:41.810319
"<https://www.amazon.co.jp/dp/B0D2H482YR?ref=ppx_yo2ov_dt_b_fed_asin_title|https://www.amazon.co.jp/dp/B0D2H482YR?ref=ppx_yo2ov_dt_b_fed_asin_title>
",橋口加代子(運営),2025-07-19 21:26:08.864879
"<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>
ZOOMリンクです",古川格(運営),2025-07-19 20:49:47.819759
テスト,古川格(運営),2025-10-17 20:05:19.848179
